FUND,ISIN
BigEquityReturns,2M61R9Q0QF35
AnotherFund,2M61R9Q0QF35
AnotherFund,K3TPS428LQO3
BigEquityReturns,K3TPS428LQO3
AnotherFund,07BEC41NKH15
EuroSwaps,07BEC41NKH15
QuickCashStrategy,052TZ5920VC7
YetAnotherFund,052TZ5920VC7
EuroBonds,9T99A100F606
NiceGrowth,9T99A100F606
AnotherFund,21J60X858XK8
NiceGrowth,21J60X858XK8
EuroBonds,08I8S5VL6295
EuroBonds,9X074TIC5GQP
YetAnotherFund,9X074TIC5GQP
EuroBonds,DT5YULW8939Y
BigEquityReturns,DT5YULW8939Y
NiceGrowth,411GCF2B16ON
QuickCashStrategy,44L158BPSD18
BigEquityReturns,ASQA2644605A
YetAnotherFund,5067N8659H94
YetAnotherFund,J4109V0CPMKM
QuickCashStrategy,J4109V0CPMKM
EuroSwaps,262J7DB82550
EuroBonds,262J7DB82550
NiceGrowth,89UFV4A77816
QuickCashStrategy,89UFV4A77816
NiceGrowth,23IEUDMY69QZ
EuroSwaps,23IEUDMY69QZ
YetAnotherFund,1H66H54429OG
QuickCashStrategy,1H66H54429OG
YetAnotherFund,R3E05UF84G2R
QuickCashStrategy,Z72152520475
EuroBonds,Z72152520475
EuroBonds,84T6L70I7J53
YetAnotherFund,7YVEMNKL7U62
NiceGrowth,4EX150M07K3U
YetAnotherFund,MKOI1F754L55
AnotherFund,MKOI1F754L55
QuickCashStrategy,5O0P9I2I2GW4
AnotherFund,5O0P9I2I2GW4
YetAnotherFund,334A556Q84OW
NiceGrowth,334A556Q84OW
YetAnotherFund,1FISWGJ56R95
QuickCashStrategy,P3Y71043OHK3
EuroSwaps,P3Y71043OHK3
AnotherFund,26735WJ691AI
BigEquityReturns,26735WJ691AI
QuickCashStrategy,VF0049465R60
NiceGrowth,VF0049465R60
EuroBonds,HW7ER2C27786
EuroSwaps,HW7ER2C27786
EuroSwaps,6ID157X39107
QuickCashStrategy,6ID157X39107
NiceGrowth,859522CO0869
QuickCashStrategy,859522CO0869
AnotherFund,4ZXFR5278N96
EuroBonds,4955G758B4B3
AnotherFund,55SU1UMS4926
NiceGrowth,41W115J34932
BigEquityReturns,41W115J34932
AnotherFund,75922319Q3QP
AnotherFund,O41PD77782R2
EuroBonds,276709Q6V82K
NiceGrowth,B873248L538A
NiceGrowth,7L9LS1725P76
AnotherFund,H6VNO7TLIKNI
QuickCashStrategy,H6VNO7TLIKNI
QuickCashStrategy,AGVJVD91E164
EuroSwaps,AGVJVD91E164
EuroBonds,464Y1B682441
AnotherFund,R3903942VC9N
BigEquityReturns,R3903942VC9N
AnotherFund,Q2O92CE4I14I
AnotherFund,2K5410D02P2J
YetAnotherFund,2K5410D02P2J
BigEquityReturns,7YX1ONG875V7
BigEquityReturns,207DM05E63I7
YetAnotherFund,81J3E21K4808
QuickCashStrategy,81J3E21K4808
AnotherFund,R6X9877K2G75
EuroBonds,YN918D3414ZI
NiceGrowth,YN918D3414ZI
QuickCashStrategy,U08L00C35304
EuroBonds,5CVPXB928464
BigEquityReturns,5CVPXB928464
NiceGrowth,H58797U05055
AnotherFund,78QF096O58G7
EuroBonds,96Z2QFB81412
EuroBonds,28B2J5559826
EuroSwaps,28B2J5559826
NiceGrowth,1692X8U1Q2TI
YetAnotherFund,1692X8U1Q2TI
YetAnotherFund,2A319NKHPZ3B
AnotherFund,2A319NKHPZ3B
QuickCashStrategy,00L1GB0YQ673
BigEquityReturns,9XFL373XF113
EuroSwaps,9I2763759800
AnotherFund,9I2763759800
YetAnotherFund,23Q132S9UXWR
AnotherFund,23Q132S9UXWR
EuroBonds,JCGP25M6D779
EuroSwaps,JCGP25M6D779
BigEquityReturns,4Y6A4588DXZ1
QuickCashStrategy,LF8J07298W72
EuroSwaps,LF8J07298W72
AnotherFund,BIZ730749LWD
BigEquityReturns,452827R1PQ28
AnotherFund,7V85L17KD8SI
NiceGrowth,197MS08H08BR
QuickCashStrategy,X320167744PU
BigEquityReturns,X37A7R5J3138
EuroBonds,1F5C7SD627UU
QuickCashStrategy,08AT379833U2
EuroBonds,08AT379833U2
BigEquityReturns,7S4LQYV31292
AnotherFund,QW0CDHC025D3
NiceGrowth,2CJ936IL20XQ
AnotherFund,2CJ936IL20XQ
NiceGrowth,546294017EX1
BigEquityReturns,799HRP788846
YetAnotherFund,799HRP788846
EuroSwaps,43891V058C55
NiceGrowth,43891V058C55
QuickCashStrategy,QS438M2X0SB9
EuroSwaps,QS438M2X0SB9
AnotherFund,743BED228D3F
YetAnotherFund,R537805XQF3K
BigEquityReturns,R537805XQF3K
BigEquityReturns,M7760P0R884A
QuickCashStrategy,M7760P0R884A
AnotherFund,2UKCG99B8PC1
QuickCashStrategy,3994EM60N6U4
NiceGrowth,J5889L0444FW
AnotherFund,J5889L0444FW
BigEquityReturns,2B1B306T911D
EuroSwaps,D9WIEJ99AA16
NiceGrowth,D9WIEJ99AA16
EuroBonds,U5BK438M8804
YetAnotherFund,194U4QZ39E4B
AnotherFund,9HEVV3L8875J
BigEquityReturns,9HEVV3L8875J
AnotherFund,0PD84H64848M
QuickCashStrategy,RS999SS4YS5E
NiceGrowth,I5V36P56P66J
YetAnotherFund,I5V36P56P66J
YetAnotherFund,0LLY564V5999
QuickCashStrategy,8T2HS67DH98V
BigEquityReturns,8T2HS67DH98V
NiceGrowth,8M7140233WB3
YetAnotherFund,J87151942F5C
YetAnotherFund,0VP013ZBSU4X
BigEquityReturns,0VP013ZBSU4X
YetAnotherFund,9LL00TQ0AN1M
QuickCashStrategy,Y99Q0D9ZD4O0
EuroSwaps,S4532J86O4LF
NiceGrowth,3P336E438049
EuroBonds,3P336E438049
AnotherFund,X611G1I23593
YetAnotherFund,X611G1I23593
EuroSwaps,6903848V163S
NiceGrowth,6903848V163S
BigEquityReturns,3MXOI40645TW
QuickCashStrategy,NF90B83HY916
YetAnotherFund,9755N1C9A250
EuroBonds,9755N1C9A250
AnotherFund,K05K1P0H636P
NiceGrowth,K05K1P0H636P
YetAnotherFund,1HRJX985V0OB
NiceGrowth,1HRJX985V0OB
YetAnotherFund,63550W9KXT63
QuickCashStrategy,63550W9KXT63
AnotherFund,OZ1956B80BVN
NiceGrowth,OZ1956B80BVN
QuickCashStrategy,0U4HCVJ3N34W
YetAnotherFund,0U4HCVJ3N34W
QuickCashStrategy,9XCC99436J3Q
QuickCashStrategy,H81OMB1RDT5L
EuroBonds,H81OMB1RDT5L
AnotherFund,0JWW0E10C7IB
QuickCashStrategy,0JWW0E10C7IB
EuroBonds,51820233790T
BigEquityReturns,Z3568C281285
EuroSwaps,667GD69I811H
QuickCashStrategy,667GD69I811H
QuickCashStrategy,W288345418W0
YetAnotherFund,E6BC0598E651
NiceGrowth,E6BC0598E651
AnotherFund,I7YB5R78J1CB
EuroSwaps,8F59899U6382
QuickCashStrategy,8F59899U6382
QuickCashStrategy,SZ48G4RN9C71
YetAnotherFund,98226I7PXD3W
EuroBonds,6C4546ZT325H
NiceGrowth,OK5ZD3W33X8Y
QuickCashStrategy,801780631Q13
EuroBonds,108U4S27EPMP
EuroSwaps,D7557377YL76
NiceGrowth,J0ILJ58W6YCY
EuroSwaps,J0ILJ58W6YCY
EuroBonds,567JJ9EJ2DKV
NiceGrowth,291250C7O2UC
NiceGrowth,59IPR642JW96
YetAnotherFund,59IPR642JW96
QuickCashStrategy,2E270CP321E3
NiceGrowth,37616ZD8T2O8
QuickCashStrategy,02U4AHIEIHID
EuroBonds,76DBJ10482BR
BigEquityReturns,76DBJ10482BR
AnotherFund,8886G65O9186
YetAnotherFund,SS4AM2VV304C
QuickCashStrategy,PY9T50V28Q28
YetAnotherFund,23Y51U6V5Z11
EuroSwaps,CY2N1FMTC883
BigEquityReturns,CY2N1FMTC883
EuroSwaps,2TS4E2670H7D
EuroBonds,68487O38914S
BigEquityReturns,68487O38914S
EuroSwaps,M7AWZ2QQVDR2
EuroBonds,M7AWZ2QQVDR2
EuroBonds,03X67GOEL22H
EuroBonds,40Y23QX6I6GU
EuroBonds,1RF678W59VX1
AnotherFund,1RF678W59VX1
EuroBonds,971G6R9X45VG
QuickCashStrategy,971G6R9X45VG
EuroSwaps,HA0F28509T71
AnotherFund,D9A9ZQ13D9DI
BigEquityReturns,D9A9ZQ13D9DI
AnotherFund,2K355FV2631B
EuroSwaps,2K355FV2631B
AnotherFund,BM0VZA8JJ6Q7
YetAnotherFund,39644P0Y752F
NiceGrowth,39644P0Y752F
AnotherFund,6R15V6VR5J88
BigEquityReturns,6R15V6VR5J88
AnotherFund,780818836RY9
BigEquityReturns,397M70IO7163
NiceGrowth,397M70IO7163
AnotherFund,3N26D0851544
BigEquityReturns,3N26D0851544
EuroSwaps,4S3OACR5U4S5
NiceGrowth,6790FK803832
AnotherFund,87468IOUXG7J
YetAnotherFund,1O67049K96QC
YetAnotherFund,8004095ID2P2
BigEquityReturns,8004095ID2P2
AnotherFund,3SLP0C096J2O
EuroBonds,D5Y02EU126CW
BigEquityReturns,062106OB55WF
EuroBonds,41H5469B3Q03
BigEquityReturns,41H5469B3Q03
QuickCashStrategy,61K3M76JED7O
AnotherFund,61K3M76JED7O
EuroBonds,95K4699Y970Y
EuroBonds,4G9RG0Y783K1
QuickCashStrategy,S3I72884B21R
AnotherFund,NS16B99938VT
QuickCashStrategy,NS16B99938VT
NiceGrowth,4862O8Q7207H
BigEquityReturns,4862O8Q7207H
QuickCashStrategy,5AR485XH3M3L
NiceGrowth,5AR485XH3M3L
AnotherFund,L080A4B9E43V
EuroBonds,6Z93A61252KC
YetAnotherFund,BE590S0BX45T
AnotherFund,BE590S0BX45T
EuroBonds,934E566139OD
QuickCashStrategy,934E566139OD
NiceGrowth,NJ4M2J1QZAG3
QuickCashStrategy,NJ4M2J1QZAG3
BigEquityReturns,5B13I4G5Q0M9
QuickCashStrategy,5B13I4G5Q0M9
AnotherFund,2526DWJ2EN9C
NiceGrowth,R6WPQT56660O
AnotherFund,R6WPQT56660O
YetAnotherFund,IM20C8837472
QuickCashStrategy,8R2581895JJJ
YetAnotherFund,8R2581895JJJ
EuroSwaps,1V63W974IX6Y
QuickCashStrategy,HE934MT6TK87
QuickCashStrategy,Z83T7357KFPX
BigEquityReturns,Z83T7357KFPX
EuroBonds,RB4C8O1B161A
QuickCashStrategy,RB4C8O1B161A
AnotherFund,44K677076370
EuroBonds,44K677076370
BigEquityReturns,2TF12WZ0316G
EuroBonds,P3BM8V217O8T
QuickCashStrategy,34J0Q37Q7A8Z
NiceGrowth,34J0Q37Q7A8Z
NiceGrowth,W31C95378LW4
AnotherFund,W31C95378LW4
EuroSwaps,0JJ8T28D3PC3
BigEquityReturns,0JJ8T28D3PC3
EuroSwaps,5573RH155J7I
BigEquityReturns,K03372DZL5QB
AnotherFund,WQ7364K277C3
EuroSwaps,769449U791D1
QuickCashStrategy,769449U791D1
AnotherFund,S544265BH2VU
BigEquityReturns,S544265BH2VU
BigEquityReturns,49QAJ499T895
BigEquityReturns,677104D2FDD9
QuickCashStrategy,677104D2FDD9
NiceGrowth,P63F1196H240
YetAnotherFund,P63F1196H240
AnotherFund,U521T60429XP
NiceGrowth,GKT7KQ6I5U68
EuroBonds,GKT7KQ6I5U68
AnotherFund,02615A34BD58
YetAnotherFund,02615A34BD58
AnotherFund,4R113W631O5B
EuroBonds,4R113W631O5B
YetAnotherFund,PFA5R40O4YG8
QuickCashStrategy,SCX657647RC1
AnotherFund,9W7F999V56B4
EuroSwaps,9W7F999V56B4
AnotherFund,49D55TT3W962
YetAnotherFund,49D55TT3W962
YetAnotherFund,S38838B10T1X
QuickCashStrategy,S38838B10T1X
BigEquityReturns,B374S8H49K7N
YetAnotherFund,B374S8H49K7N
NiceGrowth,IU4AL5GVXD9G
QuickCashStrategy,56YP45E2Y7PI
AnotherFund,7RG3ZYP8377B
BigEquityReturns,97DS65ZTR405
NiceGrowth,098EJ19NQGAI
BigEquityReturns,098EJ19NQGAI
BigEquityReturns,284EU100NUS0
EuroBonds,284EU100NUS0
BigEquityReturns,0AY7X20P1B1V
QuickCashStrategy,0AY7X20P1B1V
NiceGrowth,659MV0ZO618J
BigEquityReturns,706A2P248378
EuroBonds,6J7F9A653DN2
BigEquityReturns,10729D64002T
BigEquityReturns,G43326OG5F43
EuroBonds,G43326OG5F43
EuroSwaps,A68P05815C58
BigEquityReturns,31328JPXR144
YetAnotherFund,31328JPXR144
EuroBonds,QK1I06721982
BigEquityReturns,E41J0O78A10V
EuroBonds,E41J0O78A10V
EuroBonds,CDTZVTI8N730
EuroBonds,212208CD15F8
QuickCashStrategy,F3DM220D4938
NiceGrowth,F3DM220D4938
EuroBonds,9141IYA7Y567
YetAnotherFund,9141IYA7Y567
BigEquityReturns,A2J4UC02E4YF
YetAnotherFund,A2J4UC02E4YF
EuroBonds,5FH3W371659A
NiceGrowth,5FH3W371659A
YetAnotherFund,10663824LH59
EuroBonds,10663824LH59
QuickCashStrategy,5J7685DUP0C9
BigEquityReturns,5J7685DUP0C9
EuroSwaps,6NWD78A9RTBP
QuickCashStrategy,6NWD78A9RTBP
AnotherFund,JJ5F4A7F6857
QuickCashStrategy,970Z49MFE3BS
YetAnotherFund,RAEC3M2N4Q3Z
BigEquityReturns,9K4LF0T6J6G2
BigEquityReturns,QS58829041E3
EuroBonds,QS58829041E3
YetAnotherFund,J64928U5G804
EuroBonds,10761BJ59WH5
BigEquityReturns,6153894ON140
AnotherFund,6153894ON140
YetAnotherFund,8AG082JWJISO
BigEquityReturns,7501OSDYR846
QuickCashStrategy,607KMRQ7X0D4
YetAnotherFund,607KMRQ7X0D4
EuroBonds,486X807OBE6Q
EuroSwaps,43UA497P2GTH
BigEquityReturns,1361PV82U45P
NiceGrowth,1361PV82U45P
BigEquityReturns,4YB977D3A6OC
EuroBonds,4YB977D3A6OC
AnotherFund,3SZU3R301469
QuickCashStrategy,QXK2TYV8327D
EuroBonds,7A31C8KQ4P3H
YetAnotherFund,9748S095L81Z
AnotherFund,9748S095L81Z
AnotherFund,52D8YDV22GOD
BigEquityReturns,S20N984B7IIY
AnotherFund,WD3H9Z89724E
BigEquityReturns,J7FE8Y1127VE
AnotherFund,J7FE8Y1127VE
NiceGrowth,J6990L7PBS41
AnotherFund,E959887VA096
EuroBonds,E959887VA096
EuroBonds,BIZ8T2345A65
EuroSwaps,25720M855836
YetAnotherFund,W502QF2D6MD2
NiceGrowth,W502QF2D6MD2
NiceGrowth,I80P9R720Z98
NiceGrowth,GM07A4O492MH
YetAnotherFund,GM07A4O492MH
EuroSwaps,E3LT136R6882
NiceGrowth,7G9D7J22D541
QuickCashStrategy,N9945Y6U8Y72
EuroSwaps,AQH5061GRUUH
BigEquityReturns,18AAFA76N6QW
YetAnotherFund,18AAFA76N6QW
EuroSwaps,95Y35O751K00
BigEquityReturns,7.88222E+11
QuickCashStrategy,7.88222E+11
EuroSwaps,4V7O9594WNN1
QuickCashStrategy,4V7O9594WNN1
EuroBonds,ER072D559480
EuroBonds,P9NS1AAU5MW4
AnotherFund,P9NS1AAU5MW4
AnotherFund,8013J4A5Y06C
BigEquityReturns,8013J4A5Y06C
YetAnotherFund,6VOXK81989L1
YetAnotherFund,KC055NJ88659
EuroBonds,KC055NJ88659
AnotherFund,98984D0932K8
AnotherFund,3323C7352WUH
NiceGrowth,3323C7352WUH
EuroBonds,TR13XMZP3GG8
AnotherFund,TR13XMZP3GG8
BigEquityReturns,C5BITECH00C5
EuroSwaps,00HFJ6439QAZ
YetAnotherFund,94U8065NE571
EuroSwaps,94U8065NE571
QuickCashStrategy,0ZS3YC7MO98G
EuroSwaps,0ZS3YC7MO98G
QuickCashStrategy,FBY4R9O78537
YetAnotherFund,32HZYB979622
EuroBonds,32HZYB979622
BigEquityReturns,H1EG1F295N0Y
AnotherFund,H1EG1F295N0Y
BigEquityReturns,24U7EE04N742
AnotherFund,5M02ZM473W0U
YetAnotherFund,5M02ZM473W0U
EuroBonds,0982T61Y472P
QuickCashStrategy,0982T61Y472P
NiceGrowth,E2ZY615QP647
EuroSwaps,TB5B90857ETA
AnotherFund,24CP8N355F60
NiceGrowth,6GYE0Y967GOZ
BigEquityReturns,8E4N9PY23E3B
EuroBonds,8E4N9PY23E3B
YetAnotherFund,719SO90151A8
AnotherFund,6Y89IWK2V16N
QuickCashStrategy,8AW6321H5598
AnotherFund,8AW6321H5598
EuroBonds,H974R6TF6067
EuroSwaps,H974R6TF6067
QuickCashStrategy,7B1B8PSSUK6M
EuroSwaps,219M496988YN
AnotherFund,219M496988YN
NiceGrowth,A74QXSK99M7E
AnotherFund,R85YD419M3NS
QuickCashStrategy,41R6JAU5940J
EuroBonds,41R6JAU5940J
EuroBonds,J17R6N59D0O1
QuickCashStrategy,80153A0H690Q
YetAnotherFund,HTV2233F1P17
AnotherFund,757228V82RA0
AnotherFund,R8F74DA78592
EuroSwaps,R8F74DA78592
YetAnotherFund,U8280FY18028
QuickCashStrategy,U8280FY18028
QuickCashStrategy,1I6KO81IVH50
EuroBonds,J86646C1622E
BigEquityReturns,J86646C1622E
YetAnotherFund,OC8260K79H4I
NiceGrowth,OC8260K79H4I
NiceGrowth,S0EQ9WYSR8OB
EuroSwaps,S0EQ9WYSR8OB
YetAnotherFund,QJQ5V68K02E3
BigEquityReturns,QJQ5V68K02E3
BigEquityReturns,9Y346T12254T
EuroBonds,PWKK409006CD
AnotherFund,PWKK409006CD
QuickCashStrategy,8116A44W39O2
AnotherFund,8116A44W39O2
EuroSwaps,S6MU45912F73
BigEquityReturns,EN0CW5PSSO16
EuroBonds,EN0CW5PSSO16
AnotherFund,35X538416K68
BigEquityReturns,72C69DBT2JH2
QuickCashStrategy,K778P55Y6907
QuickCashStrategy,DE326R5T5U4T
NiceGrowth,DE326R5T5U4T
EuroBonds,72IY8E0SL26H
QuickCashStrategy,72IY8E0SL26H
NiceGrowth,H5F80R270Q09
EuroBonds,H5F80R270Q09
NiceGrowth,BP248LBK8798
AnotherFund,JR72HK3647A4
BigEquityReturns,H3LVUI6D967Q
EuroBonds,H3LVUI6D967Q
BigEquityReturns,3RWXP9744984
AnotherFund,3RWXP9744984
EuroSwaps,00UFVO39NWF0
QuickCashStrategy,00UFVO39NWF0
NiceGrowth,71TX055PU4EY
AnotherFund,71TX055PU4EY
EuroBonds,36T083Q9N7M3
EuroSwaps,36T083Q9N7M3
BigEquityReturns,K12X31365219
YetAnotherFund,K12X31365219
QuickCashStrategy,743W74W1UGS6
QuickCashStrategy,U2QJY1C0501F
YetAnotherFund,U2QJY1C0501F
NiceGrowth,G996EB99U278
QuickCashStrategy,274R10IY3293
EuroSwaps,274R10IY3293
BigEquityReturns,JU10286AP180
YetAnotherFund,JU10286AP180
BigEquityReturns,407X9987EF8Z
YetAnotherFund,C127H1YSDOC1
EuroSwaps,C127H1YSDOC1
YetAnotherFund,M47P9ALQ1152
EuroSwaps,M47P9ALQ1152
EuroSwaps,V86FZ5R7G6G3
QuickCashStrategy,V86FZ5R7G6G3
EuroBonds,775C5Y0O0350
BigEquityReturns,ZD20M101WQOT
YetAnotherFund,779C10Q9FYV3
QuickCashStrategy,779C10Q9FYV3
EuroSwaps,418TV34K3WO4
YetAnotherFund,418TV34K3WO4
EuroSwaps,8F44A42KT78N
AnotherFund,8F44A42KT78N
QuickCashStrategy,U4Z8VJ518B4D
AnotherFund,U4Z8VJ518B4D
NiceGrowth,1R734YK6B6Q4
AnotherFund,8VDJ4QZ692N2
YetAnotherFund,8G5F00CK4725
QuickCashStrategy,WPHN04ID7DWP
YetAnotherFund,SC7S52K2YOW5
QuickCashStrategy,SC7S52K2YOW5
EuroBonds,3CSJ7Q149P3A
EuroSwaps,3CSJ7Q149P3A
EuroSwaps,7343HH988810
BigEquityReturns,55W50K11A075
YetAnotherFund,77HO89W2IP32
EuroSwaps,RD299362ED68
AnotherFund,RD299362ED68
EuroSwaps,58FR68479N78
EuroSwaps,C7KG6I7GT47N
NiceGrowth,SC5720W5N92P
YetAnotherFund,SC5720W5N92P
EuroSwaps,219LZ9162Z9X
EuroBonds,219LZ9162Z9X
NiceGrowth,7D0H5J4L820W
AnotherFund,7D0H5J4L820W
NiceGrowth,06AS864048ZT
BigEquityReturns,06AS864048ZT
EuroBonds,KO2319621H61
AnotherFund,8VV97764O1SE
QuickCashStrategy,APJW947N76VC
EuroSwaps,J0IR561UIWLA
QuickCashStrategy,2Z589L4524V2
BigEquityReturns,5J7FKZ602Z9Y
QuickCashStrategy,35VQN8NH0719
EuroSwaps,3514P8233E6H
QuickCashStrategy,4L3UY1200K35
BigEquityReturns,7987MKMCU6H0
AnotherFund,7987MKMCU6H0
EuroSwaps,V88FH6R47KX1
BigEquityReturns,V88FH6R47KX1
QuickCashStrategy,155VN7TZWFR1
EuroSwaps,8B29M05H23C9
AnotherFund,8B29M05H23C9
EuroSwaps,MPO29T57O136
NiceGrowth,MPO29T57O136
EuroBonds,1ME427I2781N
QuickCashStrategy,59A5808Y8407
EuroSwaps,05N2O368K9TZ
NiceGrowth,05N2O368K9TZ
AnotherFund,2XB975Q1QC43
AnotherFund,563E949445O1
EuroSwaps,0T81362X37QM
EuroBonds,005318V64625
YetAnotherFund,83497D2E27FG
AnotherFund,426R63G0E90P
YetAnotherFund,426R63G0E90P
YetAnotherFund,RHL87GX7J960
NiceGrowth,0WT59N6L3257
AnotherFund,KQI38XV4X3S2
NiceGrowth,KQI38XV4X3S2
EuroSwaps,36H3ZQ54KLYS
QuickCashStrategy,Z686923R3371
AnotherFund,4EI7I8QYKKZ2
EuroBonds,4EI7I8QYKKZ2
EuroBonds,9G7W7133RG3K
AnotherFund,2589V44530LR
EuroSwaps,2589V44530LR
YetAnotherFund,91J76M00F535
QuickCashStrategy,91J76M00F535
BigEquityReturns,7651ZB25FIP1
EuroSwaps,5LR034C36G86
EuroBonds,V509548EE9TZ
NiceGrowth,V509548EE9TZ
BigEquityReturns,6708P17AK70X
EuroSwaps,6708P17AK70X
AnotherFund,NJ13134TVL8J
YetAnotherFund,9X18X4559BW7
EuroBonds,9X18X4559BW7
QuickCashStrategy,5643F8U7795D
YetAnotherFund,SQ95EYZ20T4W
EuroSwaps,EV24P83N031Z
QuickCashStrategy,EV24P83N031Z
EuroBonds,75D6P4X1C3IK
AnotherFund,75D6P4X1C3IK
NiceGrowth,03996FA68031
BigEquityReturns,O8Z965PB2562
EuroBonds,WNY01ID79176
QuickCashStrategy,WNY01ID79176
NiceGrowth,8XRVR4J20724
BigEquityReturns,6S382B79465Z
EuroBonds,6S382B79465Z
YetAnotherFund,W0O609N5HW2F
QuickCashStrategy,W0O609N5HW2F
YetAnotherFund,14Z4177S4829
BigEquityReturns,14Z4177S4829
YetAnotherFund,8O4F7B45OT53
AnotherFund,91941115DP7Z
YetAnotherFund,91941115DP7Z
QuickCashStrategy,Z80E4WD047HJ
AnotherFund,Z80E4WD047HJ
EuroSwaps,6IIS42S7N41K
AnotherFund,6IIS42S7N41K
BigEquityReturns,B9205MW06M2A
AnotherFund,5H4LNU03127P
BigEquityReturns,5H4LNU03127P
YetAnotherFund,85JK1218I543
BigEquityReturns,CN9410353HFO
QuickCashStrategy,4R35MA3SW78G
EuroSwaps,4R35MA3SW78G
QuickCashStrategy,Z2560K71X92I
QuickCashStrategy,9VF7FW557E8P
EuroSwaps,9VF7FW557E8P
QuickCashStrategy,1LT50033R801
BigEquityReturns,701VZ128687M
NiceGrowth,701VZ128687M
YetAnotherFund,831AH8V809WC
EuroSwaps,47W76G4E5TSL
QuickCashStrategy,47W76G4E5TSL
BigEquityReturns,294781VENEC5
NiceGrowth,294781VENEC5
NiceGrowth,U64JVHCG0GX5
YetAnotherFund,U64JVHCG0GX5
YetAnotherFund,5W53MQ3830OI
EuroBonds,5W53MQ3830OI
NiceGrowth,5M5P92269Q40
YetAnotherFund,9Z2017462556
EuroBonds,9Z2017462556
EuroSwaps,I30225O4U05O
EuroSwaps,0FK2B6L2KIDE
YetAnotherFund,0FK2B6L2KIDE
EuroBonds,QP955966469P
QuickCashStrategy,QP955966469P
YetAnotherFund,M998Q98J508J
AnotherFund,74Y87350GY0G
NiceGrowth,74Y87350GY0G
EuroSwaps,681J975K1291
QuickCashStrategy,681J975K1291
AnotherFund,515GK9V04RSX
EuroBonds,515GK9V04RSX
EuroSwaps,P0X9G7YD7277
QuickCashStrategy,P0X9G7YD7277
EuroBonds,B5E97V1353D6
EuroSwaps,B5E97V1353D6
NiceGrowth,628Y23JU3SY4
QuickCashStrategy,628Y23JU3SY4
EuroBonds,14683M8223MB
YetAnotherFund,14683M8223MB
EuroBonds,38JYF50BL7ZI
BigEquityReturns,62I9B93RP9Z2
EuroBonds,62I9B93RP9Z2
NiceGrowth,I48E9C3JE3BC
AnotherFund,DT57D9H1QE88
NiceGrowth,DT57D9H1QE88
BigEquityReturns,441W43T5Z6N7
AnotherFund,8376789LOX7F
EuroBonds,8376789LOX7F
EuroSwaps,27ONT00178Q3
NiceGrowth,M84PPD32TWQ0
EuroSwaps,M84PPD32TWQ0
QuickCashStrategy,5I7B6M46B3SQ
AnotherFund,32HKDAA4XI03
NiceGrowth,WY113IC092A2
AnotherFund,I654M477V88J
EuroBonds,I654M477V88J
QuickCashStrategy,7S43Q253C82X
QuickCashStrategy,9W135681823K
EuroBonds,6623893617K2
AnotherFund,6623893617K2
EuroBonds,EFIVWJ44BV93
EuroSwaps,97Q445Y9666L
QuickCashStrategy,CQCL642DS1YG
BigEquityReturns,CQCL642DS1YG
YetAnotherFund,1593FB09X347
EuroSwaps,DTL60S112Y77
NiceGrowth,DTL60S112Y77
NiceGrowth,U4ZXOX598H68
EuroSwaps,U4ZXOX598H68
AnotherFund,C1Q7GK42A170
YetAnotherFund,C1Q7GK42A170
QuickCashStrategy,389A9P6TI852
EuroBonds,389A9P6TI852
AnotherFund,06E0W1QCHO5F
YetAnotherFund,06E0W1QCHO5F
EuroBonds,M899AZ1886VE
BigEquityReturns,M899AZ1886VE
NiceGrowth,V75MWCLH0P26
AnotherFund,GT254F9HGE02
QuickCashStrategy,RO2505526708
AnotherFund,W55SCR0PL0G8
EuroBonds,8TY54Z75M39K
EuroBonds,50U08CJ8ON0F
NiceGrowth,50U08CJ8ON0F
YetAnotherFund,262O10063S75
AnotherFund,262O10063S75
AnotherFund,51HK30709930
NiceGrowth,51HK30709930
QuickCashStrategy,5Y16713F74R9
YetAnotherFund,5Y16713F74R9
QuickCashStrategy,6J20P155U55J
YetAnotherFund,6J20P155U55J
QuickCashStrategy,N5GF6535Z19O
YetAnotherFund,N5GF6535Z19O
AnotherFund,3249097PS363
NiceGrowth,J50HC2NN8629
YetAnotherFund,J50HC2NN8629
QuickCashStrategy,9C5HD4618578
NiceGrowth,D213WRT54PE0
EuroBonds,E31P250NY200
NiceGrowth,4W3Q60B4522N
EuroBonds,4W3Q60B4522N
BigEquityReturns,M58R7607G54J
EuroBonds,M58R7607G54J
NiceGrowth,UN76F5011D1W
EuroBonds,UN76F5011D1W
YetAnotherFund,1M19211700Z1
BigEquityReturns,UDB6942S6180
EuroSwaps,UDB6942S6180
QuickCashStrategy,1SB38U41716H
BigEquityReturns,84507F4CL1O2
QuickCashStrategy,84507F4CL1O2
QuickCashStrategy,E50L146K984U
BigEquityReturns,E50L146K984U
EuroSwaps,K65OW74Q6KJ1
NiceGrowth,K65OW74Q6KJ1
BigEquityReturns,92001X7149J4
NiceGrowth,S224Y9S0170N
EuroBonds,S224Y9S0170N
AnotherFund,80RJ85V1Q41O
EuroSwaps,80RJ85V1Q41O
EuroSwaps,822142Q795B8
EuroSwaps,8602LNRHO6ON
YetAnotherFund,N3MDA8DR5027
NiceGrowth,N3MDA8DR5027
NiceGrowth,N7A4RL205827
AnotherFund,N7A4RL205827
NiceGrowth,PK767315L3OD
